category,personName,country,city,source,industries,countryOfCitizenship,organization,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,gdp_country
Manufacturing,Yadu Hari Dalmia & family,India,Delhi,Cement,Manufacturing,India,,U,M,1947-06-02 00:00:00,Dalmia,Yadu Hari,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Food & Beverage,Henry Davis,United States,Omaha,Beef processing,Food & Beverage,United States,,U,M,1951-02-16 00:00:00,Davis,Henry,,2023-04-04 05:01:00,Nebraska,Midwest,"$21,427,700,000,000 "
Metals & Mining,Oleg Deripaska,Russia,Moscow,"Aluminum, utilities",Metals & Mining,Russia,,U,M,1968-01-02 00:00:00,Deripaska,Oleg,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Technology,Sergey Dmitriev,Cyprus,Paralimni,Software,Technology,Cyprus,,D,M,1966-03-11 00:00:00,Dmitriev,Sergey,,2023-04-04 05:01:00,,,"$24,564,647,935 "
Finance & Investments,Joseph Edelman,United States,New York,Hedge funds,Finance & Investments,United States,Perceptive Advisors,D,M,1955-06-10 00:00:00,Edelman,Joseph,Founder & CEO,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Manufacturing,Sandeep Engineer,India,Ahmedabad,Plastic pipes,Manufacturing,India,,D,M,1961-05-11 00:00:00,Engineer,Sandeep,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Energy,Alceu Elias Feldmann & family,Brazil,Curitiba,Fertilizer,Energy,Brazil,,D,M,1949-07-01 00:00:00,Feldmann,Alceu Elias,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Technology,Serge Godin,Canada,Westmount,Information technology,Technology,Canada,CGI Group,U,M,1949-11-17 00:00:00,Godin,Serge,Chairman and CEO,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Finance & Investments,Alec Gores,United States,Beverly Hills,Private equity,Finance & Investments,United States,,D,M,1953-03-18 00:00:00,Gores,Alec,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Fashion & Retail,Bill Haslam,United States,Knoxville,Gas stations,Fashion & Retail,United States,,U,M,1958-08-23 00:00:00,Haslam,Bill,,2023-04-04 05:01:00,Tennessee,South,"$21,427,700,000,000 "
Finance & Investments,J. Tomilson Hill,United States,New York,Investments,Finance & Investments,United States,,D,M,1948-05-24 00:00:00,Hill,J. Tomilson,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Media & Entertainment,Jay-Z,United States,New York,Music,Media & Entertainment,United States,,U,M,1969-12-04 00:00:00,Jay-Z,,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Automotive,Baba Kalyani,India,Pune,Engineering,Automotive,India,,E,M,1949-01-07 00:00:00,Kalyani,Baba,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Energy,Saban Cemil Kazanci,Turkey,Istanbul,Energy,Energy,Turkey,,R,M,1961-02-13 00:00:00,Kazanci,Saban Cemil,,2023-04-04 05:01:00,,,"$754,411,708,203 "
Real Estate,Brad Kelley,United States,Franklin,Tobacco,Real Estate,United States,,D,M,1956-12-23 00:00:00,Kelley,Brad,,2023-04-04 05:01:00,Tennessee,South,"$21,427,700,000,000 "
Construction & Engineering,Wolfgang Leitner,Austria,Graz,Engineering,Construction & Engineering,Austria,,U,M,1953-03-27 00:00:00,Leitner,Wolfgang,,2023-04-04 05:01:00,,,"$446,314,739,528 "
Manufacturing,Li Hongxin & family,China,Yanzhou,Paper & related products,Manufacturing,China,,D,M,1953-03-07 00:00:00,Li,Hongxin,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Lin Chen-hai,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,D,M,1947-03-01 00:00:00,Lin,Chen-hai,,2023-04-04 05:01:00,,,
Fashion & Retail,Lu Yiwen,China,Shenzhen,Jewelry,Fashion & Retail,China,,D,F,1987-01-01 00:00:00,Lu,Yiwen,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Prayudh Mahagitsiri,Thailand,Bangkok,"Coffee, shipping",Food & Beverage,Thailand,,U,M,1946-01-01 00:00:00,Mahagitsiri,Prayudh,,2023-04-04 05:01:00,,,"$543,649,976,166 "
Healthcare,Willy Michel,Switzerland,Burgdorf,Medical devices,Healthcare,Switzerland,,E,M,1947-01-01 00:00:00,Michel,Willy,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Automotive,Lachhman Das Mittal,India,Delhi,Tractors,Automotive,India,,E,M,1930-11-05 00:00:00,Mittal,Lachhman Das,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Technology,Bobby Murphy,United States,Venice,Snapchat,Technology,United States,Snap,D,M,1988-07-19 00:00:00,Murphy,Bobby,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Real Estate,Tomas Olivo Lopez,Spain,Marbella,Shopping centers,Real Estate,Spain,,U,M,1974-01-01 00:00:00,Olivo Lopez,Tomas,,2023-04-04 05:01:00,,,"$1,394,116,310,769 "
Manufacturing,Eren Ozmen,United States,Reno,Aerospace,Manufacturing,United States,,D,F,1958-09-03 00:00:00,Ozmen,Eren,,2023-04-04 05:01:00,Nevada,West,"$21,427,700,000,000 "
Finance & Investments,John Pritzker,United States,San Francisco,"Hotels, investments",Finance & Investments,United States,,D,M,1953-08-10 00:00:00,Pritzker,John,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Technology,Qiu Minxiu,China,Shangyu,Semiconductors,Technology,China,,E,F,1945-09-17 00:00:00,Qiu,Minxiu,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Ferit Faik Sahenk,Turkey,Istanbul,Diversified,Diversified,Turkey,,U,M,1964-03-18 00:00:00,Sahenk,Ferit Faik,,2023-04-04 05:01:00,,,"$754,411,708,203 "
Metals & Mining,Wenrong Shen,China,Zhangjiagang,Steel production,Metals & Mining,China,,U,M,1946-02-13 00:00:00,Shen,Wenrong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Yuzhu Shi,China,Shanghai,"Online games, investments",Diversified,China,,D,M,1962-09-01 00:00:00,Shi,Yuzhu,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Jeff Sutton,United States,New York,Real estate,Real Estate,United States,,D,M,1960-01-17 00:00:00,Sutton,Jeff,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Diversified,"Henry Sy, Jr.",Philippines,Manila,Diversified,Diversified,Philippines,,D,M,1954-01-01 00:00:00,Sy,Henry,,2023-04-04 05:01:00,,,"$376,795,508,680 "
Diversified,Andrew Tan,Philippines,Manila,Diversified,Diversified,Philippines,,D,M,1952-02-01 00:00:00,Tan,Andrew,,2023-04-04 05:01:00,,,"$376,795,508,680 "
Energy,Arvind Tiku,Singapore,Singapore,"Oil & gas, investments",Energy,India,,U,M,1970-02-22 00:00:00,Tiku,Arvind,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Finance & Investments,Byron Trott,United States,Winnetka,Investments,Finance & Investments,United States,,U,M,1958-12-02 00:00:00,Trott,Byron,,2023-04-04 05:01:00,Illinois,Midwest,"$21,427,700,000,000 "
Real Estate,Donald Trump,United States,Palm Beach,Real estate,Real Estate,United States,,D,M,1946-06-14 00:00:00,Trump,Donald,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Automotive,Peter Unger,Germany,Neustadt an der Waldnaab,Auto repair,Automotive,Germany,,U,M,1944-08-20 00:00:00,Unger,Peter,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Fashion & Retail,Roger Wang,China,Nanjing,Retail,Fashion & Retail,United States,,D,M,1949-01-01 00:00:00,Wang,Roger,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Media & Entertainment,Oprah Winfrey,United States,Montecito,TV shows,Media & Entertainment,United States,,D,F,1954-01-29 00:00:00,Winfrey,Oprah,"Entrepreneur, Personality, Philanthropist",2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Food & Beverage,Wu Zhigang & family,China,Shenyang,Bakery chain,Food & Beverage,China,,D,M,1935-01-14 00:00:00,Wu,Zhigang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Metals & Mining,Xie Weitong,Singapore,,Cobalt,Metals & Mining,Taiwan,,D,M,1957-01-01 00:00:00,Xie,Weitong,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Fashion & Retail,Ye Guofu,China,Guangzhou,Retail,Fashion & Retail,China,,R,M,1978-01-01 00:00:00,Ye,Guofu,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Brian Acton,United States,Palo Alto,WhatsApp,Technology,United States,WhatsApp Inc.,D,M,1972-02-17 00:00:00,Acton,Brian,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Automotive,Abdulla Al Futtaim & family,United Arab Emirates,Dubai,"Auto dealers, investments",Automotive,United Arab Emirates,,D,M,1940-01-01 00:00:00,Al Futtaim,Abdulla,,2023-04-04 05:01:00,,,"$421,142,267,938 "
Energy,Edward Bass,United States,Fort Worth,"Oil, investments",Energy,United States,,E,M,1945-09-10 00:00:00,Bass,Edward,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Media & Entertainment,Koos Bekker,South Africa,Cape Town,"Media, investments",Media & Entertainment,South Africa,,U,M,1952-12-14 00:00:00,Bekker,Koos,,2023-04-04 05:01:00,,,"$351,431,649,241 "
Healthcare,Otto Philipp Braun,Germany,Melsungen,Medical technology,Healthcare,Germany,,D,M,1978-01-01 00:00:00,Braun,Otto Philipp,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Fashion & Retail,Chen Tei-fu,United States,Los Angeles,Herbal products,Fashion & Retail,Taiwan,,D,M,1948-04-19 00:00:00,Chen,Tei-fu,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Fashion & Retail,Abilio dos Santos Diniz,Brazil,Sao Paulo,Retail,Fashion & Retail,Brazil,,D,M,1936-12-28 00:00:00,Diniz,Abilio dos Santos,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Finance & Investments,Marcel Erni,Switzerland,Zug,Private equity,Finance & Investments,Switzerland,,D,M,1965-01-01 00:00:00,Erni,Marcel,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Fashion & Retail,Doris Fisher,United States,San Francisco,Gap,Fashion & Retail,United States,Gap Inc.,D,F,1931-08-23 00:00:00,Fisher,Doris,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Finance & Investments,Gerald Ford,United States,Dallas,Banking,Finance & Investments,United States,Ford Financial Fund,D,M,1944-08-04 00:00:00,Ford,Gerald,Managing Member,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Healthcare,Bernard Fraisse & family,France,Paris,Pharmaceuticals,Healthcare,France,,E,M,1956-08-10 00:00:00,Fraisse,Bernard,,2023-04-04 05:01:00,,,"$2,715,518,274,227 "
Finance & Investments,Alfred Gantner,Switzerland,Zug,Private equity,Finance & Investments,Switzerland,,D,M,1968-04-01 00:00:00,Gantner,Alfred,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Gambling & Casinos,Paul Gauselmann & family,Germany,Espelkamp,Gambling,Gambling & Casinos,Germany,,D,M,1934-08-26 00:00:00,Gauselmann,Paul,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Real Estate,Mitchell Goldhar,Canada,North York,Real estate,Real Estate,Canada,SmartCentres,D,M,1961-07-15 00:00:00,Goldhar,Mitchell,Owner,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Finance & Investments,Peter Hargreaves,United Kingdom,Bristol,Financial services,Finance & Investments,United Kingdom,,D,M,1946-10-05 00:00:00,Hargreaves,Peter,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Healthcare,Xuande Hua & family,China,Taizhou,Pharmaceuticals,Healthcare,China,,D,M,1943-10-30 00:00:00,Hua,Xuande,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Kwek Leng Kee,Singapore,Singapore,Diversified,Diversified,Singapore,,U,M,1955-01-01 00:00:00,Kwek,Leng Kee,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Manufacturing,Catherine Lozick,United States,Fort Lauderdale,Valve manufacturing,Manufacturing,United States,,U,F,1945-05-01 00:00:00,Lozick,Catherine,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Media & Entertainment,Kalanithi Maran,India,Chennai,Media,Media & Entertainment,India,,E,M,1965-07-26 00:00:00,Maran,Kalanithi,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Jed McCaleb,United States,Berkeley,Cryptocurrency,Finance & Investments,United States,,D,M,1975-01-01 00:00:00,McCaleb,Jed,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Manufacturing,Fatih Ozmen,United States,Reno,Aerospace,Manufacturing,United States,,D,M,1958-02-02 00:00:00,Ozmen,Fatih,,2023-04-04 05:01:00,Nevada,West,"$21,427,700,000,000 "
Food & Beverage,Pan Laican,China,foshan,Soy sauce,Food & Beverage,China,,D,M,,Pan,Laican,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Metals & Mining,Tor Peterson,Switzerland,Zug,Commodities,Metals & Mining,United States,,D,M,1964-08-07 00:00:00,Peterson,Tor,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Finance & Investments,Daniel Pritzker,United States,Marin County,"Hotels, investments",Finance & Investments,United States,,D,M,1959-09-15 00:00:00,Pritzker,Daniel,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Real Estate,Jinxing Qi,China,Hangzhou,Real estate,Real Estate,China,,U,M,1962-03-28 00:00:00,Qi,Jinxing,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Qiu Jianping & family,China,Hangzhou,Hand tools,Manufacturing,China,,U,M,1962-01-28 00:00:00,Qiu,Jianping,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Rajan Raheja & family,India,Mumbai,Diversified,Diversified,India,,E,M,1954-06-01 00:00:00,Raheja,Rajan,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Matthias Reinhart,Switzerland,Zurich,Financial services,Finance & Investments,Switzerland,,D,M,1960-01-01 00:00:00,Reinhart,Matthias,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Technology,Arnout Schuijff,Netherlands,Amsterdam,Payments software,Technology,Netherlands,,D,M,1967-10-16 00:00:00,Schuijff,Arnout,,2023-04-04 05:01:00,,,"$909,070,395,161 "
Diversified,Hans Sy,Philippines,Manila,Diversified,Diversified,Philippines,,D,M,1955-09-29 00:00:00,Sy,Hans,,2023-04-04 05:01:00,,,"$376,795,508,680 "
Diversified,Herbert Sy,Philippines,Manila,Diversified,Diversified,Philippines,,D,M,1956-10-01 00:00:00,Sy,Herbert,,2023-04-04 05:01:00,,,"$376,795,508,680 "
Diversified,Lucio Tan,Philippines,Manila,Diversified,Diversified,Philippines,,U,M,1934-07-17 00:00:00,Tan,Lucio,,2023-04-04 05:01:00,,,"$376,795,508,680 "
Technology,Tsai Ming-kai,Taiwan,Hsinchu,Semiconductors,Technology,Taiwan,,D,M,1950-04-06 00:00:00,Tsai,Ming-kai,,2023-04-04 05:01:00,,,
Media & Entertainment,Ted Turner,United States,Atlanta,Cable television,Media & Entertainment,United States,,U,M,1938-11-19 00:00:00,Turner,Ted,,2023-04-04 05:01:00,Georgia,South,"$21,427,700,000,000 "
Real Estate,David Walentas,United States,New York,Real estate,Real Estate,United States,,U,M,1938-08-07 00:00:00,Walentas,David,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,Urs Wietlisbach,Switzerland,Zug,Private equity,Finance & Investments,Switzerland,,D,M,1961-08-25 00:00:00,Wietlisbach,Urs,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Technology,Jerry Yang,United States,Los Altos Hills,Yahoo,Technology,United States,Yahoo!,D,M,1968-11-06 00:00:00,Yang,Jerry,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Manufacturing,Yang Jianliang & family,China,Wuxi,Machinery,Manufacturing,China,,D,M,1969-06-01 00:00:00,Yang,Jianliang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Yang Weidong & family,China,Jiaxing,Chemicals,Manufacturing,China,,D,M,1968-09-09 00:00:00,Yang,Weidong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Mortimer Zuckerman,United States,New York,"Real estate, media",Real Estate,United States,Boston Properties,D,M,1937-06-04 00:00:00,Zuckerman,Mortimer,Chairman and CEO,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,John Armitage,United Kingdom,London,Hedge funds,Finance & Investments,Ireland,Egerton Capital,D,M,1959-12-01 00:00:00,Armitage,John,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Energy,Lee Bass,United States,Fort Worth,"Oil, investments",Energy,United States,,U,M,1956-05-24 00:00:00,Bass,Lee,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Technology,John Bicket,United States,San Francisco,Sensor systems,Technology,United States,,U,M,1980-03-20 00:00:00,Bicket,John,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Technology,Sanjit Biswas,United States,San Francisco,Sensor systems,Technology,United States,,U,M,1982-01-12 00:00:00,Biswas,Sanjit,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Fashion & Retail,Timothy Boyle,United States,Portland,Columbia Sportswear,Fashion & Retail,United States,,E,M,1949-09-07 00:00:00,Boyle,Timothy,,2023-04-04 05:01:00,Oregon,West,"$21,427,700,000,000 "
Technology,Morris Chang,Taiwan,Hsinchu,Semiconductors,Technology,Taiwan,,D,M,1931-07-10 00:00:00,Chang,Morris,,2023-04-04 05:01:00,,,
Real Estate,Chao Teng-hsiung,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,D,M,1944-10-04 00:00:00,Chao,Teng-hsiung,,2023-04-04 05:01:00,,,
Finance & Investments,Samuel Chen,,,Investments,Finance & Investments,Taiwan,,N,M,1950-01-01 00:00:00,Chen,Samuel,,2023-04-04 05:01:00,,,
Manufacturing,Chu Lam Yiu,Hong Kong,Hong Kong,Flavorings,Manufacturing,Hong Kong,,E,F,1969-12-01 00:00:00,Chu,Lam Yiu,,2023-04-04 05:01:00,,,
Technology,K. Dinesh,India,Bangalore,Software services,Technology,India,,D,M,1954-06-06 00:00:00,Dinesh,K.,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Diversified,James Duff,United States,Hattiesburg,"Tires, diversified",Diversified,United States,,U,M,1961-03-07 00:00:00,Duff,James,,2023-04-04 05:01:00,Mississippi,South,"$21,427,700,000,000 "
Diversified,Thomas Duff,United States,Hattiesburg,"Tires, diversified",Diversified,United States,,U,M,1956-12-31 00:00:00,Duff,Thomas,,2023-04-04 05:01:00,Mississippi,South,"$21,427,700,000,000 "
Technology,Daniel Ek,Sweden,Stockholm,Spotify,Technology,Sweden,Spotify,D,M,1983-02-21 00:00:00,Ek,Daniel,CEO,2023-04-04 05:01:00,,,"$530,832,908,738 "
Fashion & Retail,John Fisher,United States,San Francisco,Gap,Fashion & Retail,United States,"Pisces, Inc.",D,M,1961-06-01 00:00:00,Fisher,John,President,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Fashion & Retail,Georg Haub,Germany,Berlin,Retail,Fashion & Retail,Germany,,U,M,1962-01-01 00:00:00,Haub,Georg,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Construction & Engineering,Erman Ilicak,Turkey,Ankara,Construction,Construction & Engineering,Turkey,,E,M,1967-10-03 00:00:00,Ilicak,Erman,,2023-04-04 05:01:00,,,"$754,411,708,203 "
Finance & Investments,Justin Ishbia,United States,Chicago,Private equity,Finance & Investments,United States,,U,M,1977-09-18 00:00:00,Ishbia,Justin,,2023-04-04 05:01:00,Illinois,Midwest,"$21,427,700,000,000 "
Technology,Long Jiang,China,Weifang,Manufacturing,Technology,China,,U,M,1974-02-01 00:00:00,Jiang,Long,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Finance & Investments,Bruce Karsh,United States,Los Angeles,Private equity,Finance & Investments,United States,Oaktree Capital Group LLC,U,M,1955-10-10 00:00:00,Karsh,Bruce,President,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Technology,Bom Kim,South Korea,Seoul,Online retailing,Technology,United States,Coupang,D,M,1978-10-01 00:00:00,Kim,Bom,,2023-04-04 05:01:00,,,"$2,029,000,000,000 "
Food & Beverage,Jianping Lai,China,Foshan,Soy sauce,Food & Beverage,China,,D,M,,Lai,Jianping,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Healthcare,Lam Kong,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,China,,D,M,1964-06-15 00:00:00,Lam,Kong,,2023-04-04 05:01:00,,,
Finance & Investments,Stephen Lansdown,Guernsey,St. Peter Port,Financial services,Finance & Investments,Guernsey,,D,M,1952-08-30 00:00:00,Lansdown,Stephen,,2023-04-04 05:01:00,,,
Fashion & Retail,Kevin David Lehmann,,,Drugstores,Fashion & Retail,Germany,,D,M,2002-09-01 00:00:00,Lehmann,Kevin David,,2023-04-04 05:01:00,,,
Food & Beverage,Li Haiyan,China,Chengdu,Restaurants,Food & Beverage,China,,U,F,,Li,Haiyan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Finance & Investments,Hua Li,China,Shenzhen,Financial services,Finance & Investments,China,,U,M,1978-01-01 00:00:00,Li,Hua,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Gambling & Casinos,Lim Kok Thay,Malaysia,Kuala Lumpur,Casinos,Gambling & Casinos,Malaysia,,U,M,1951-08-16 00:00:00,Lim,Kok Thay,,2023-04-04 05:01:00,,,"$364,701,517,788 "
Food & Beverage,Kishore Mariwala,India,Mumbai,Consumer goods,Food & Beverage,India,,D,M,1935-02-14 00:00:00,Mariwala,Kishore,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Food & Beverage,Clayton Mathile,United States,Brookville,Pet food,Food & Beverage,United States,,E,M,1941-01-11 00:00:00,Mathile,Clayton,"Investor, Philanthropist",2023-04-04 05:01:00,Ohio,,"$21,427,700,000,000 "
Fashion & Retail,Mi Enhua,China,Urumqi,Retail,Fashion & Retail,China,,D,M,1958-04-01 00:00:00,Mi,Enhua,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Vadim Moshkovich,Russia,Moscow,"Agriculture, land",Food & Beverage,Russia,,U,M,1967-04-06 00:00:00,Moshkovich,Vadim,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Food & Beverage,David Murdock,United States,Ventura,"Dole, real estate",Food & Beverage,United States,,E,M,1923-04-10 00:00:00,Murdock,David,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Fashion & Retail,David Nahmad,United States,New York,Art collection,Fashion & Retail,Monaco,,U,M,1947-04-14 00:00:00,Nahmad,David,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,Lirio Parisotto,Brazil,Manaus,Investments,Finance & Investments,Brazil,,D,M,1953-12-18 00:00:00,Parisotto,Lirio,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Food & Beverage,Augusto Perfetti,Switzerland,Lugano,Candy,Food & Beverage,Italy,,Split Family Fortune,M,,Perfetti,Augusto,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Food & Beverage,Giorgio Perfetti,Switzerland,Lugano,Candy,Food & Beverage,Italy,,Split Family Fortune,M,,Perfetti,Giorgio,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Fashion & Retail,Alberto Prada,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,U,M,1954-02-21 00:00:00,Prada,Alberto,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
